genres,title,release_date,id
"['Action', 'Indie']",Warhammer: End Times - Vermintide,2015-10-23,235540
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV,2015-10-23,363890
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV - Cover Art Characters Pack,2015-10-23,403870
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV - Essentials Set,2015-10-23,405920
"['Adventure', 'Indie', 'RPG']",200% Mixed Juice!,2015-10-23,335190
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",KINGDOMS,2015-10-23,409590
"['Action', 'Indie', 'RPG']",I am Weapon: Revival,2016-07-27,335700
"['Action', 'Adventure', 'Casual', 'Indie']",Flight of the Paladin,2015-10-23,405610
['Action'],Heavy Fire: Shattered Spear,2015-10-23,385600
"['Adventure', 'Indie']",Mu Complex,2015-10-23,383690
"['Adventure', 'Casual', 'Indie', 'Simulation']",Gaokao.Love.100Days - Yes Monitress,2015-10-24,396960
"['Adventure', 'Indie']",Shadows on the Vatican Act II: Wrath,2015-10-26,378630
"['Casual', 'Indie']",Starsphere,2015-10-26,408750
"['Adventure', 'RPG', 'Strategy']",Mugen Souls,2015-10-22,389870
"['Indie', 'RPG', 'Strategy']",Chaos Reborn,2015-10-26,319050
"['Action', 'Casual', 'Indie', 'Early Access']",Ironkraft - Road to Hell,2015-10-22,397020
['Simulation'],FSX: Steam Edition - Meigs Field (KCGX) Add-On,2015-10-22,379548
"['Indie', 'RPG', 'Strategy']",Shadowrun Chronicles: Infected!,2015-10-22,405730
['Adventure'],Message Quest,2015-10-22,408280
"['Action', 'Indie']",Square Brawl,2015-10-22,394850
"['Adventure', 'Casual']",The Big Secret of a Small Town,2015-03-02,409090
"['Action', 'Simulation', 'Strategy']",Battle of Empires: 1914-1918 - Skirmish Pack,2015-10-22,395410
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",WAKFU - Anathar Pack,2015-10-22,381671
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pure Hold'em - King's Ransom Chip Set,2015-10-22,330280
"['Action', 'Adventure', 'RPG']",System Shock: Enhanced Edition,2015-09-22,410710
"['Action', 'Adventure', 'Casual']",Turtle Odyssey,2015-10-21,412480
"['Adventure', 'Casual', 'Indie']",Playing History - The Plague,2012-11-14,395920
"['Adventure', 'Indie']",Murder,2015-10-21,404080
"['Adventure', 'Indie', 'RPG']",Wurm Unlimited,2015-10-21,366220
['Action'],PixelJunk™ Shooter Ultimate,2015-10-21,332330
"['RPG', 'Simulation', 'Strategy', 'Early Access']",Shallow Space,2015-10-21,305840
"['Action', 'Indie', 'Simulation', 'Strategy']",Fairspace,2015-10-21,321350
"['Action', 'Indie']",One Final Chaos,2015-10-21,409610
"['Action', 'Casual', 'Indie']",Robbery Bob: Man of Steal,2015-10-21,372960
"['Adventure', 'Casual', 'Indie']",DISTRAINT: Deluxe Edition,2015-10-21,395170
"['Action', 'Adventure', 'RPG']",Little Big Adventure 2,2015-10-20,398000
"['Action', 'Adventure', 'RPG']",Little Big Adventure - Enhanced Edition,1994-10-14,397330
"['Casual', 'Indie', 'Simulation', 'Strategy']",Empire TV Tycoon,2015-10-20,377900
['Simulation'],Train Simulator: DR BR 86 Loco Add-On,2015-10-20,325971
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",Knights of Pen and Paper 2,2015-10-20,310060
"['Adventure', 'Indie']",Toby: The Secret Mine,2015-10-20,395160
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",Rebel Galaxy,2015-10-20,290300
"['Indie', 'Strategy', 'Early Access']",Timber and Stone,2015-10-20,408990
"['Indie', 'Simulation']",Hacknet Official Soundtrack,2015-10-20,408710
"['Adventure', 'Indie']",Pulse,2015-10-20,372780
"['Adventure', 'Indie']",Pulse - Original Soundtrack,2015-10-20,411150
"['Action', 'Adventure']",METAL GEAR SOLID V: THE PHANTOM PAIN - Fatigues (Naked Snake),2015-10-20,406540
"['Action', 'Adventure']",METAL GEAR SOLID V: THE PHANTOM PAIN - Sneaking Suit (Naked Snake),2015-10-20,406560
"['Action', 'Indie']",Sublevel Zero Redux - Soundtrack,2015-10-19,405460
"['Action', 'Indie']",Sir! I'd Like To Report A Bug!,2015-10-19,393240
['Action'],Dad Beat Dads,2015-10-19,386390
"['Action', 'Adventure', 'Indie', 'Early Access']",Oncoming Death Steam Edition,2015-10-12,288000
"['Adventure', 'Casual', 'Indie', 'Strategy']",Save the Creatures,2015-10-18,411860
"['Indie', 'Racing']",Ampersand,2015-10-19,410210
"['Casual', 'Indie', 'RPG', 'Strategy']",FreeCell Quest,2015-10-19,364640
"['Adventure', 'Casual', 'Simulation', 'Strategy']",Roads of Rome 2,2015-10-16,411060
"['Adventure', 'Casual', 'Simulation', 'Strategy']",Roads of Rome,2015-10-16,410770
['RPG'],Tales of Zestiria - Adventure Items,2015-10-19,382462
"['Action', 'Casual', 'Indie']",Runes of Brennos,2015-10-16,330450
['Racing'],Garfield Kart,2013-11-07,362930
"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']",Ceres,2015-10-16,351300
"['Action', 'Adventure', 'Indie', 'RPG']",Eternal Step,2015-10-16,374240
['Simulation'],DCS: L-39 Albatros,2015-10-16,316965
"['Action', 'Indie']",Color Symphony 2,2015-10-16,403780
"['Action', 'Indie']",Gunnheim,2015-08-10,371510
['Action'],DELTAZEAL Original Soundtrack,2015-10-16,406490
['Action'],DELTAZEAL,2015-10-16,379520
"['Indie', 'Simulation', 'Strategy']",Rogue State,2015-10-16,396090
"['Action', 'Indie']",CMYW,2015-10-16,396590
['Action'],XIIZEAL Original Soundtrack,2015-10-16,406480
"['Adventure', 'Casual', 'Indie']",Refunct,2015-10-16,406150
['Simulation'],Train Simulator: NJ TRANSIT® ALP-46 Loco Add-On,2015-10-15,258658
['Casual'],Spooky Bonus,2015-10-15,388450
['Action'],SkyScrappers,2015-10-15,403460
"['RPG', 'Simulation', 'Strategy']",Dungeons 2 - A Game of Winter,2015-10-15,382400
"['Indie', 'RPG', 'Strategy']",Lucadian Chronicles,2015-10-15,392620
"['Action', 'Adventure', 'Indie', 'RPG']",Soundtrack for Secrets of Grindea,2015-10-15,403220
"['Casual', 'Indie']",Human Resource Machine,2015-10-15,375820
"['Indie', 'Simulation', 'Strategy']",Planetbase,2015-10-15,403190
"['Action', 'Adventure', 'Indie']",The Body Changer,2015-10-15,324390
"['Casual', 'Indie', 'Strategy']",The Jackbox Party Pack 2,2015-10-13,397460
"['Adventure', 'Casual']",Goosebumps: The Game,2015-10-13,361360
"['Casual', 'Free to Play', 'Indie']",Crusaders of the Lost Idols,2015-10-13,402840
"['Indie', 'Strategy']",Ancestory,2015-10-13,349840
['Adventure'],Minecraft: Story Mode - A Telltale Games Series,2015-10-13,376870
"['Action', 'Adventure', 'RPG']",Deus Ex: Revision,2015-10-13,397550
"['Action', 'Indie', 'Racing', 'Sports']",Rocket League® - Revenge of the Battle-Cars DLC Pack,2015-07-07,399730
"['Action', 'Indie']",Secret Ponchos,2015-10-13,265750
"['Action', 'Adventure', 'Indie', 'RPG']",Terraria: Official Soundtrack,2015-10-13,409210
"['Adventure', 'Indie']",Black Island,2015-10-14,376110
"['RPG', 'Early Access']",Decromancer,2015-10-13,367820
['Simulation'],Rebodied dia. 1/146 HTV 21t Coal Hoppers Wagon Pack,2015-10-14,326010
"['Action', 'Massively Multiplayer', 'RPG']",Golden Rush - One Hero Set of Artifacts,2015-10-14,400822
['Simulation'],EWS ZCA Sea Urchins ex VDA Wagon Pack,2015-10-14,326011
"['Indie', 'RPG']",The Age of Decadence,2015-10-14,230070
"['Indie', 'Simulation']",Professor Why™ Chemistry 1,2015-10-13,372950
"['Action', 'Adventure', 'Indie', 'RPG']",Legend of Mysteria RPG,2015-10-09,407230
"['Adventure', 'Casual', 'Indie', 'RPG']",Warlock's Citadel,2015-10-09,364260
"['Casual', 'Indie', 'Simulation']",Lucky Rabbit Reflex!,2011-07-22,404030
"['Indie', 'Simulation']",Luna's Wandering Stars - Original Soundtrack,2015-10-12,337570
"['Action', 'Adventure', 'Indie']",Animal Gods,2015-10-12,370220
"['Action', 'Casual', 'Indie']",Hyperdrive Massacre,2015-10-12,402390
"['Adventure', 'Casual', 'Free to Play', 'Indie']",The Secret of Tremendous Corporation,2015-10-12,380140
"['Adventure', 'Indie']",Orion Trail,2015-10-12,381260
"['Action', 'Adventure', 'Indie']",Nubs' Adventure,2015-10-12,401280
"['Indie', 'RPG']",Monster RPG 2,2015-10-12,409370
"['Action', 'Indie', 'Sports']",OlliOlli2 Soundtrack,2015-10-12,398520
"['Adventure', 'Casual', 'Simulation', 'Strategy']",All My Gods,2015-10-13,404270
"['Action', 'Indie', 'Early Access']",Paint the Town Red,2015-10-13,337320
"['Action', 'Indie']",Bedlam,2015-10-13,261490
"['Adventure', 'Casual']",Living Legends: The Frozen Fear Collection,2015-10-13,398620
"['Simulation', 'Strategy']",Alea Jacta Est: Hannibal Terror of Rome,2015-10-13,397380
"['Action', 'Indie', 'Strategy']",Beyond Sol,2015-06-30,348490
['Simulation'],Train Simulator: NJ TRANSIT® F40PH -2CAT Loco Add-On,2015-10-07,325968
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Divinia Chronicles: Relics of Gan-Ti,2018-12-01,302810
"['Simulation', 'Strategy']",Alea Jacta Est: Parthian Wars,2015-10-13,397381
"['Action', 'Adventure', 'Indie', 'RPG']",CHAOS - In the Darkness,2015-10-07,319430
"['Free to Play', 'Indie', 'Sports', 'Strategy']",Soccer Manager 2016,2015-10-07,407120
['Simulation'],Last Days of Spring Soundtrack,2015-10-07,408450
"['Casual', 'Indie', 'Simulation']",Last Days of Spring Visual Novel,2015-10-07,407680
"['Indie', 'Simulation', 'Strategy']",March of Industry: Very Capitalist Factory Simulator Entertainments,2015-10-07,374640
['Simulation'],Lbms Wagon Pack,2015-10-08,326008
"['Action', 'Casual', 'Indie']",Ookibloks,2015-10-08,399910
['Simulation'],Ommi Wagon Pack,2015-10-08,326009
['Indie'],There Was A Caveman,2015-10-08,407290
"['Adventure', 'Casual']",Fairy Tale Mysteries 2: The Beanstalk,2015-10-08,403510
['Racing'],WRC 5 FIA World Rally Championship,2015-10-08,354160
"['Indie', 'RPG']",Legena: Union Tides,2015-10-08,401550
['Strategy'],Sid Meier's Civilization: Beyond Earth - Rising Tide,2015-10-08,353830
"['Action', 'Indie', 'Early Access']",Axes and Arrows,2015-09-29,406400
"['Indie', 'Racing']",Poppy Kart,2015-10-09,352530
"['Adventure', 'Indie']",2064: Read Only Memories,2015-10-06,330820
['Simulation'],OMSI 2 Add-on Berlin X10,2015-10-09,405430
['Casual'],Amos From Outer Space,2015-10-05,399880
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",SKYHILL,2015-10-06,382140
"['Adventure', 'Indie']",Expand - Soundtrack,2015-09-30,402690
"['Action', 'Adventure', 'Casual', 'Indie']",Disposable Heroes Soundtrack,2015-10-01,389610
"['Action', 'Indie']",Korwin The Game,2015-09-19,375030
['Casual'],Meridian: Age of Invention,2013-01-28,397770
"['Action', 'Simulation', 'Early Access']",Angels Fall First,2015-10-01,367270
"['Action', 'Adventure', 'Indie']",ZombieZoid® Zenith,2015-09-30,403230
['Indie'],ASDAD: All-Stars Dungeons and Diamonds,2015-10-01,364190
['Simulation'],Train Simulator: LNER Peppercorn Class K1 Loco Add-On,2015-10-01,325969
"['Adventure', 'Indie']",The Adventures of Fatman,2015-10-01,395250
"['Adventure', 'Indie']",Nevermind Soundtrack Vol. 1,2015-09-29,401860
['Action'],Arcana Heart 3 LOVE MAX!!!!!,2015-09-29,370460
['Sports'],Rugby League Live 3,2015-09-29,312920
"['Casual', 'Indie', 'RPG', 'Simulation']",Who Is Mike - A Visual Novel,2015-09-29,377430
"['Adventure', 'Indie']",Stigmat,2015-09-29,403570
"['Action', 'Indie']",Ninja Pizza Girl,2015-09-30,319470
['Indie'],inSynch,2015-09-30,343410
"['Adventure', 'Indie']",The Beginner's Guide,2015-10-01,303210
"['Action', 'Indie']",Daily Espada,2015-09-30,392720
"['Action', 'Indie']",Bloo Kid 2,2014-03-06,379640
['Adventure'],Lumber Island - That Special Place,2015-10-01,403670
"['Casual', 'Indie']",Puzzle Ball,2015-10-01,402170
"['Action', 'Indie', 'Strategy', 'Early Access']",Epsilon,2015-10-01,300760
"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Strategy', 'Early Access']",ARM PLANETARY PROSPECTORS Asteroid Resource Mining,2015-09-15,344890
['Adventure'],Lost Horizon 2,2015-10-01,395560
['Action'],Black &amp; White Bushido,2015-10-02,404050
"['Action', 'Indie']",Pixel Galaxy,2015-10-02,370480
"['Adventure', 'Indie', 'Simulation']",Dead But Alive! Southern England,2015-10-02,384840
"['Action', 'Adventure', 'Indie']",Drone Zero Gravity,2015-10-02,360680
"['Action', 'Indie']",Polychromatic,2015-10-02,384590
"['Indie', 'RPG']",Hylics,2015-10-02,397740
"['Indie', 'RPG']",Ratings War,2015-10-02,406650
"['Action', 'Casual', 'Indie']",Hyperspace Pinball,2015-09-30,349020
"['Action', 'Indie']",Porradaria Upgrade,2013-10-02,399000
"['Adventure', 'Indie']",Silver Creek Falls: Chapter 2,2015-09-30,403070
"['Adventure', 'Indie']",Silver Creek Falls - Chapter 2 Soundtrack,2015-09-30,403080
"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Block N Load - 560 Platinum Bar Pack,2015-09-30,400842
"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Block N Load - Starter Pack,2015-09-30,400840
"['Indie', 'Strategy']",The Escapists: The Walking Dead,2015-09-30,388060
"['Action', 'Indie']",ORBIT,2015-09-30,348280
"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - Cosmic Encounter Connector,2015-09-29,405130
['Action'],SAMURAI WARRIORS 4-II,2015-09-29,348470
['Sports'],NBA 2K16,2015-09-29,370240
"['Action', 'Indie']",Inside Me,2015-09-29,404860
"['Simulation', 'Strategy']",Grand Ages: Medieval,2015-09-25,310470
"['Action', 'Indie']",Arson and Plunder: Unleashed,2015-09-25,293600
"['Adventure', 'Indie']",Fran Bow - Original Soundtrack,2015-09-25,404840
"['Action', 'Casual']",Blowy Fish,2015-09-25,399920
"['Casual', 'Indie', 'Simulation']",Shoppy Mart: Steam Edition,2015-09-25,388360
"['Adventure', 'Indie', 'RPG']",VERLIES II,2015-09-25,371220
"['Action', 'Indie']",Straima,2015-09-25,399140
"['Action', 'Indie', 'Early Access']",Uncraft World,2015-09-25,339910
"['Action', 'Indie']",Shapes of Gray,2015-09-23,398160
"['Indie', 'Strategy']",Galactic Civilizations III Soundtrack,2015-09-23,390740
['Casual'],Kanji Training Game,2015-09-23,397210
"['Indie', 'Strategy']",Concrete Jungle,2015-09-23,400160
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy', 'Early Access']",Golden Rush,2015-09-23,385890
"['Action', 'Casual', 'Indie']",Miner Mayhem,2015-09-23,402850
"['Action', 'Massively Multiplayer', 'RPG']",Golden Rush - Assassin Hero,2015-09-23,394420
"['Action', 'Massively Multiplayer', 'RPG']",Golden Rush - Barbarian's Full Set of Artifacts,2015-09-23,394423
"['Action', 'Massively Multiplayer', 'RPG']",Golden Rush - Paladin Hero,2015-09-23,394410
"['Action', 'Massively Multiplayer', 'RPG']",Golden Rush - Rare Artifacts pack,2015-09-23,400820
"['Action', 'Indie']",A Fistful of Gun Soundtrack,2015-09-23,405260
"['Action', 'Indie']",A Fistful of Gun,2015-09-23,229810
"['Action', 'Massively Multiplayer', 'RPG']",Golden Rush - Witch Hero,2015-09-23,394421
"['Action', 'Casual', 'Indie', 'Sports']",One Ship Two Ship Redshift Blueshift,2015-09-24,367430
"['Adventure', 'Casual', 'Free to Play', 'Indie']",Missing Translation,2015-09-24,395520
"['Adventure', 'Casual', 'Free to Play', 'Indie']",Angels That Kill Soundtrack,2015-09-25,406100
['Adventure'],A Kiss For The Petals - Remembering How We Met,2015-09-25,397270
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Epic Quest of the 4 Crystals,2015-09-25,392940
"['Adventure', 'Indie']",Journey To The Center Of The Earth,2015-09-23,382120
"['Casual', 'Indie']",Legends of Solitaire: Curse of the Dragons,2015-09-28,399040
"['Action', 'Adventure', 'Indie']",Stairs,2015-09-28,374060
"['Action', 'Indie']",Psycho Starship Rampage,2015-09-28,386560
"['Action', 'Adventure', 'Indie']",Tic-Toc-Tower,2015-09-28,389310
"['Indie', 'Early Access']",Lost Moon,2018-02-28,406090
"['Racing', 'Simulation', 'Sports']",Project CARS - Aston Martin Track Expansion,2015-09-28,334781
"['Indie', 'Strategy']",Omnipresent,2015-09-28,403660
"['Adventure', 'Casual', 'Simulation']",Orion: A Sci-Fi Visual Novel,2015-09-28,381010
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Sketch Tales,2015-09-28,384090
"['Action', 'Casual', 'Indie']",Keen Dreams,2015-09-28,356200
"['Adventure', 'Indie', 'Strategy']",80 Days,2015-09-28,381780
['Simulation'],Steel Armor: Basra 86,2015-09-28,399860
"['Simulation', 'Strategy']",Cities: Skylines - After Dark,2015-09-24,369150
"['Adventure', 'Casual']",Abandoned: Chestnut Lodge Asylum,2012-04-01,397970
"['Adventure', 'Indie', 'RPG']",Else Heart.Break(),2015-09-24,400110
"['Indie', 'RPG', 'Strategy']",Jagged Alliance Online: Reloaded,2015-09-24,339640
['RPG'],FINAL FANTASY V,2015-09-24,382890
"['Indie', 'RPG', 'Strategy']",Reverse Crawl,2015-09-24,400660
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",Snail Bob 2: Tiny Troubles,2015-09-24,349760
"['Action', 'Indie']",Tango Fiesta,2015-09-24,276730
"['Action', 'Adventure', 'Indie', 'RPG']",TowerClimb,2015-09-22,396640
"['Action', 'Adventure', 'Casual', 'Indie']",Melter Man,2015-09-18,404460
"['Casual', 'Indie']",Dale Hardshovel HD,2015-09-22,370170
['Action'],One Piece Pirate Warriors 3 DLC Pack 2,2015-09-22,378505
"['Action', 'Indie']",Penarium,2015-09-22,307590
"['Sports', 'Strategy']",Blood Bowl 2,2015-09-22,236690
"['Action', 'Adventure', 'Indie', 'Early Access']",Subaeria,2015-09-22,377250
"['Casual', 'Indie']",League of Mermaids,2013-07-23,383950
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation']",SC2VN - The eSports Visual Novel,2015-09-07,404480
['Simulation'],FSX: Steam Edition - Kilimanjaro Airport (HTKJ) Add-On,2015-09-23,379550
['Simulation'],FSX: Steam Edition - Pushing the Envelope Add-On,2015-09-23,379230
"['Adventure', 'Casual', 'Racing']",My Paper Boat,2015-09-23,381850
"['Action', 'Indie']",Weapon of Choice,2015-09-23,373600
"['Adventure', 'Indie']",Missing Translation: Deluxe Edition,2015-09-17,395530
"['Casual', 'Indie', 'Simulation', 'Strategy']",XenoBloom,2015-09-23,391440
"['Action', 'Indie']",Shoot 1UP,2015-09-23,373610
"['Action', 'Indie']",Explosionade,2015-09-23,373620
['Simulation'],Dandelion - Wishes brought to you - OST,2015-09-23,404450
"['Action', 'Indie']",Game Type,2015-09-23,373630
"['Action', 'Indie', 'Simulation']",Gamer Simulator,2015-09-22,402190
"['Action', 'Adventure', 'Casual', 'Indie']",Extreme Exorcism,2015-09-23,334100
"['Adventure', 'Free to Play', 'Indie']",Nyctophilia,2015-09-23,402890
"['Casual', 'Indie', 'Strategy']",Navpoint,2015-09-23,297080
"['Casual', 'Simulation', 'Strategy']",Rescue Team 2,2011-09-27,403090
"['Casual', 'Simulation', 'Strategy']",Rescue Team 3,2013-05-02,403100
"['Action', 'Casual', 'Indie']",Timberman,2015-09-18,398710
"['Action', 'Indie']",Shmup Love Boom - Soundtrack,2015-09-18,387120
"['Action', 'Adventure', 'Indie']",Broadside,2015-09-18,401560
"['Adventure', 'Casual', 'Indie', 'RPG']",Undefeated - Deluxe Contents,2015-09-18,394080
"['Action', 'Indie']",ChargeShot,2015-09-18,401840
['Action'],ESCHATOS,2015-09-18,378770
['Action'],ESCHATOS Original Soundtrack (Steam Edition),2015-09-18,396910
['Action'],JUDGEMENT SILVERSWORD - Resurrection -,2015-09-18,278510
"['Action', 'Indie']",Invasion,2015-09-18,397980
"['Action', 'Indie']",TankZone Battle,2015-09-21,388430
['Adventure'],Judgement,2015-09-15,383780
"['Action', 'Indie']",Bleeding Blocks,2015-09-05,400710
"['Action', 'Adventure', 'Indie']",La-Mulana Original Sound Track,2015-09-16,396690
"['Action', 'Indie', 'Strategy']",Battle of Empires : 1914-1918 -  British Empire,2015-09-16,383450
"['Action', 'Adventure', 'Indie']",Robot Exploration Squad,2015-09-16,393600
"['Action', 'Indie', 'Strategy']",Skyshine's BEDLAM,2015-09-16,367600
"['Casual', 'Free to Play', 'Indie', 'Strategy']",Simply Chess,2015-09-11,312280
"['Action', 'Indie', 'Early Access']",Crash Dummy,2015-09-11,345690
"['Adventure', 'Indie', 'RPG']",Destiny Warriors RPG,2015-09-11,399790
"['Action', 'Indie']",The Juicer,2012-09-06,400790
"['Action', 'Adventure', 'Indie']",Dungeon Nightmares II : The Memory,2015-09-14,382090
['Indie'],Discouraged Workers - Original Sound Track,2015-09-14,375160
"['Indie', 'RPG', 'Strategy']",Official Guide - Girlfriend Rescue,2015-09-11,363040
"['Action', 'Indie', 'RPG']",Legends of Pixelia,2015-06-17,371530
"['Casual', 'Indie', 'RPG', 'Strategy']",Braveland Pirate,2015-09-15,391490
['Casual'],Lapland Solitaire,2015-09-14,395890
['Simulation'],X-Plane 10 AddOn - Aerosoft - Airport Manchester,2015-09-15,339393
['Simulation'],FSX: Steam Edition - Friday Harbor (KFHR) Add-On,2015-09-15,379235
"['Action', 'Adventure']",Magicka 2: Three Cardinals Robe Pack,2015-09-15,393831
"['Action', 'Adventure']",Magicka 2: Gates of Midgård Challenge pack,2015-09-15,393830
"['Casual', 'Free to Play']",Frozen Free Fall: Snowball Fight,2015-09-15,357480
"['Action', 'Indie']",Overruled!,2015-09-15,297740
"['Action', 'Indie']",Solar Shifter EX,2015-09-11,363940
['Action'],Solar Shifter EX - Soundtrack,2015-09-11,400770
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",FortressCraft Evolved Dapper Indie Supporter's Pack,2015-09-15,400400
['Action'],One Piece Pirate Warriors 3 Story Pack,2015-08-28,378501
"['Action', 'Casual', 'Indie']",Match 3 Revolution,2015-09-11,401420
"['Action', 'Casual', 'Indie']",WonderCat Adventures,2015-09-11,384120
"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",Star Conflict: Fleet Strength - Sawtooth,2015-09-08,397123
"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",Star Conflict: Fleet Strength - Cutter,2015-09-08,397124
"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",Star Conflict: Fleet Strength - Mauler,2015-09-08,397125
"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",Star Conflict: Dogs of War - Nyx,2015-09-08,397126
"['Indie', 'Racing', 'Sports']",Mad Snowboarding,2015-09-08,399900
"['Adventure', 'Casual']",The Dreamatorium of Dr. Magnus 2,2015-09-09,393150
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",QuestEvent,2015-03-24,357910
"['Adventure', 'Casual']",Shades of Black,2015-08-10,340370
['Simulation'],FSX: Steam Edition - Air Alaska Add-On,2015-09-09,364328
['Simulation'],FSX: Steam Edition - Piper J-3 Cub Add-On,2015-09-09,360080
"['Racing', 'Simulation', 'Sports']",RIDE - 2015 Top Bikes Pack 1,2015-09-09,392880
"['Racing', 'Simulation', 'Sports']",RIDE: Season Pass,2015-09-09,350560
"['Racing', 'Simulation', 'Sports']",RIDE - 2015 Top Bikes Pack 2,2015-09-09,392900
"['Action', 'Indie', 'Simulation']",Lovers in a Dangerous Spacetime,2015-09-09,252110
"['Indie', 'Simulation', 'Strategy']",Fate Tectonics,2015-09-09,379530
"['Action', 'Indie', 'Strategy']",Alien Robot Monsters,2015-09-09,391250
"['Racing', 'Simulation', 'Sports']",MotoGP™15 Red Bull Rookies Cup,2015-09-10,392420
"['Action', 'Adventure', 'Indie']",Cross of the Dutchman,2015-09-10,384000
['Indie'],fault - milestone two side:above,2015-09-08,344770
"['Action', 'Indie', 'Strategy']","Warhammer 40,000: Regicide",2015-09-08,322910
"['Action', 'Indie']",Paperbound - Official Soundtrack,2015-09-08,397230
"['Action', 'Indie']",Circa Infinity,2015-09-09,390610
"['Action', 'Indie']",Circa Infinity Original Soundtrack,2015-09-09,393510
"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",Star Conflict: Fleet Strength - Loki,2015-09-08,397120
"['Action', 'Indie', 'Simulation']",Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,2015-09-02,359050
['Strategy'],Act of Aggression - Reboot Edition,2015-09-02,318020
['Simulation'],Train Simulator: DB BR 261 'Voith Gravita' Loco Add-On,2015-09-02,325952
"['Action', 'Indie', 'Strategy']",Awesomenauts - Electronic Supersonic Cybertronic Rocco Skin,2015-09-02,387980
"['Action', 'Casual', 'Indie', 'Strategy']",Streamline,2015-08-21,393660
"['Action', 'Indie', 'Strategy']",Awesomenauts - Dragon Huntress Ksenia Skin,2015-09-02,387981
"['RPG', 'Strategy']",Endless Legend™ - Shadows,2015-09-02,374500
"['Action', 'Adventure', 'Casual', 'Simulation', 'Strategy']",Kitchen Simulator 2015,2015-09-04,399230
"['Adventure', 'Casual', 'Indie']",Alpha Runner,2015-09-02,387840
"['Adventure', 'Indie', 'RPG', 'Strategy']",Armello Original Soundtrack - Wyld's Call,2015-09-02,398911
['Strategy'],Company of Heroes 2 - The British Forces,2015-09-02,365820
['Action'],Raiden IV: OverKill,2015-09-03,323460
"['Casual', 'Indie', 'Strategy']",Boss Monster: The Player's Choice,2015-09-03,363253
['Adventure'],Get Rich or Die Gaming,2010-10-14,395910
"['Casual', 'Indie']",Cute Things Dying Violently,2015-09-02,305820
"['Action', 'Casual', 'Indie', 'RPG']",Buff Knight Advanced,2015-09-04,385440
"['Casual', 'Indie']",BattleQuiz,2015-09-03,397800
['Simulation'],FSX: Steam Edition - Lukla Airport (VNLK) Add-On,2015-09-03,379547
"['Adventure', 'Indie']",Lumini,2015-09-03,360840
"['Simulation', 'Sports', 'Strategy']",Bowl Bound College Football,2015-09-03,398640
"['Action', 'Adventure', 'Indie', 'RPG']",Burgers,2015-08-11,385830
"['Adventure', 'Indie', 'RPG', 'Early Access']",Zxill: A Legend of Time,2015-09-04,397830
['Sports'],Rugby World Cup 2015,2015-09-04,365750
"['Adventure', 'Indie']",Wild Island Quest,2015-09-04,392820
"['Adventure', 'Indie', 'Strategy']",DungeonUp,2014-11-18,388620
"['Casual', 'Indie']",Snik,2015-09-04,388050
"['Action', 'Indie']",Hyperspace Invaders II: Pixel Edition,2015-09-04,397690
"['Indie', 'RPG']",A Wise Use of Time,2015-09-04,397780
"['Action', 'Adventure', 'Indie', 'RPG']",Rampage Knights,2015-09-04,314410
"['Casual', 'Indie', 'Strategy']",Wizards' Clash,2015-09-04,350710
"['Adventure', 'Casual', 'Indie', 'RPG']",Freedom Cry,2015-09-04,395400
"['Adventure', 'Indie']",Fireflies,2015-09-07,396530
"['Adventure', 'Casual', 'Indie']",Mooch,2015-09-07,398460
"['Action', 'Casual', 'Indie']",Fjall,2015-09-19,398900
"['Adventure', 'Indie']",Lumini - Original Soundtrack / Artbook,2015-09-03,396780
